Unnamed: 0,Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2,Team1_runs,Team2_runs,Total_runs
202,ODI # 211,Pakistan,Sri Lanka,Winner1stInning,Leeds,"Jun 16, 1983",Pakistan,England,Neutral,Neutral,First,Second,200,199,399
203,ODI # 212,Australia,Zimbabwe,Winner1stInning,Southampton,"Jun 16, 1983",Australia,England,Neutral,Neutral,First,Second,292,260,552
204,ODI # 213,England,Pakistan,Winner2ndInning,Manchester,"Jun 18, 1983",England,England,Home,Away,Second,First,250,223,473
205,ODI # 214,New Zealand,Sri Lanka,Winner2ndInning,Derby,"Jun 18, 1983",Sri Lanka,England,Neutral,Neutral,First,Second,281,210,491
206,ODI # 215,Australia,West Indies,Winner2ndInning,Lord's,"Jun 18, 1983",West Indies,England,Neutral,Neutral,First,Second,294,205,499
207,ODI # 216,India,Zimbabwe,Winner1stInning,Tunbridge Wells,"Jun 18, 1983",India,England,Neutral,Neutral,First,Second,189,191,380
208,ODI # 217,England,Sri Lanka,Winner2ndInning,Leeds,"Jun 20, 1983",England,England,Home,Away,Second,First,180,256,436
209,ODI # 218,New Zealand,Pakistan,Winner1stInning,Nottingham,"Jun 20, 1983",Pakistan,England,Neutral,Neutral,Second,First,225,267,492
210,ODI # 219,Australia,India,Winner1stInning,Chelmsford,"Jun 20, 1983",India,England,Neutral,Neutral,Second,First,201,271,472
211,ODI # 220,West Indies,Zimbabwe,Winner2ndInning,Birmingham,"Jun 20, 1983",West Indies,England,Neutral,Neutral,Second,First,218,202,420
212,ODI # 221,England,India,Winner2ndInning,Manchester,"Jun 22, 1983",India,England,Home,Away,First,Second,191,287,478
213,ODI # 222,Pakistan,West Indies,Winner2ndInning,The Oval,"Jun 22, 1983",West Indies,England,Neutral,Neutral,First,Second,197,288,485
214,ODI # 223,India,West Indies,Winner1stInning,Lord's,"Jun 25, 1983",India,England,Neutral,Neutral,First,Second,248,179,427
215,ODI # 224,India,Pakistan,Winner2ndInning,Hyderabad,"Sep 10, 1983",India,India,Home,Away,Second,First,154,248,402
216,ODI # 225,India,Pakistan,Winner2ndInning,Jaipur,"Oct 2, 1983",India,India,Home,Away,Second,First,168,234,402
217,ODI # 226,India,West Indies,Winner1stInning,Srinagar,"Oct 13, 1983",West Indies,India,Home,Away,Second,First,155,272,427
218,ODI # 227,India,West Indies,Winner2ndInning,Vadodara,"Nov 9, 1983",West Indies,India,Home,Away,First,Second,167,218,385
219,ODI # 228,India,West Indies,Winner2ndInning,Indore,"Dec 1, 1983",West Indies,India,Home,Away,First,Second,299,181,480
220,ODI # 229,India,West Indies,Winner1stInning,Jamshedpur,"Dec 7, 1983",West Indies,India,Home,Away,Second,First,289,193,482
221,ODI # 230,India,West Indies,Winner2ndInning,Guwahati,"Dec 17, 1983",West Indies,India,Home,Away,First,Second,169,289,458
222,ODI # 231,Australia,West Indies,Winner1stInning,Melbourne,"Jan 8, 1984",West Indies,Australia,Home,Away,Second,First,152,265,417
223,ODI # 232,Australia,Pakistan,Winner1stInning,Sydney,"Jan 10, 1984",Australia,Australia,Home,Away,First,Second,211,254,465
224,ODI # 233,Pakistan,West Indies,Winner1stInning,Melbourne,"Jan 12, 1984",Pakistan,Australia,Neutral,Neutral,First,Second,237,203,440
225,ODI # 234,Pakistan,West Indies,Winner2ndInning,Brisbane,"Jan 14, 1984",West Indies,Australia,Neutral,Neutral,First,Second,193,155,348
226,ODI # 236,Australia,West Indies,Winner1stInning,Sydney,"Jan 17, 1984",West Indies,Australia,Home,Away,Second,First,226,209,435
227,ODI # 237,Pakistan,West Indies,Winner2ndInning,Sydney,"Jan 19, 1984",West Indies,Australia,Neutral,Neutral,First,Second,193,264,457
228,ODI # 238,Australia,Pakistan,Winner1stInning,Melbourne,"Jan 21, 1984",Australia,Australia,Home,Away,First,Second,196,246,442
229,ODI # 239,Australia,West Indies,Winner1stInning,Melbourne,"Jan 22, 1984",West Indies,Australia,Home,Away,Second,First,179,288,467
230,ODI # 240,Australia,Pakistan,Winner1stInning,Sydney,"Jan 25, 1984",Australia,Australia,Home,Away,First,Second,262,219,481
231,ODI # 241,Pakistan,West Indies,Winner2ndInning,Adelaide,"Jan 28, 1984",West Indies,Australia,Neutral,Neutral,First,Second,243,159,402
232,ODI # 242,Australia,West Indies,Winner2ndInning,Adelaide,"Jan 29, 1984",West Indies,Australia,Home,Away,First,Second,283,160,443
233,ODI # 243,Australia,Pakistan,Winner1stInning,Adelaide,"Jan 30, 1984",Australia,Australia,Home,Away,First,Second,256,219,475
234,ODI # 244,Pakistan,West Indies,Winner2ndInning,Perth,"Feb 4, 1984",West Indies,Australia,Neutral,Neutral,First,Second,157,200,357
235,ODI # 245,Australia,West Indies,Winner1stInning,Perth,"Feb 5, 1984",Australia,Australia,Home,Away,First,Second,173,166,339
236,ODI # 246,Australia,West Indies,Winner2ndInning,Sydney,"Feb 8, 1984",West Indies,Australia,Home,Away,First,Second,231,203,434
237,ODI # 248,Australia,West Indies,Winner2ndInning,Melbourne,"Feb 12, 1984",West Indies,Australia,Home,Away,First,Second,197,252,449
238,ODI # 249,New Zealand,England,Winner1stInning,Christchurch,"Feb 18, 1984",England,New Zealand,Home,Away,Second,First,268,181,449
239,ODI # 250,New Zealand,England,Winner2ndInning,Wellington,"Feb 22, 1984",England,New Zealand,Home,Away,First,Second,177,212,389
240,ODI # 251,New Zealand,England,Winner2ndInning,Auckland,"Feb 25, 1984",New Zealand,New Zealand,Home,Away,Second,First,230,289,519
241,ODI # 252,West Indies,Australia,Winner2ndInning,Albion,"Feb 29, 1984",West Indies,West Indies,Home,Away,Second,First,253,287,540
242,ODI # 253,Sri Lanka,New Zealand,Winner1stInning,Colombo,"Mar 3, 1984",New Zealand,Sri Lanka,Home,Away,Second,First,239,270,509
243,ODI # 254,Pakistan,England,Winner2ndInning,Lahore,"Mar 9, 1984",Pakistan,Pakistan,Home,Away,Second,First,258,224,482
244,ODI # 255,West Indies,Australia,Winner2ndInning,Port of Spain,"Mar 14, 1984",Australia,West Indies,Home,Away,First,Second,187,218,405
245,ODI # 256,Pakistan,England,Winner2ndInning,Karachi,"Mar 26, 1984",England,Pakistan,Home,Away,First,Second,173,192,365
246,ODI # 257,Sri Lanka,New Zealand,Winner1stInning,Moratuwa,"Mar 31, 1984",Sri Lanka,Sri Lanka,Home,Away,First,Second,239,294,533
247,ODI # 258,Sri Lanka,New Zealand,Winner1stInning,Colombo,"Apr 1, 1984",New Zealand,Sri Lanka,Home,Away,Second,First,234,164,398
248,ODI # 259,Pakistan,Sri Lanka,Winner2ndInning,Sharjah,"Apr 6, 1984",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second,283,280,563
249,ODI # 260,India,Sri Lanka,Winner2ndInning,Sharjah,"Apr 8, 1984",India,U.A.E.,Neutral,Neutral,Second,First,293,267,560
250,ODI # 261,India,Pakistan,Winner1stInning,Sharjah,"Apr 13, 1984",India,U.A.E.,Neutral,Neutral,First,Second,166,280,446
251,ODI # 262,West Indies,Australia,Winner2ndInning,Castries,"Apr 19, 1984",West Indies,West Indies,Home,Away,Second,First,205,267,472
252,ODI # 263,West Indies,Australia,Winner2ndInning,Kingston,"Apr 26, 1984",West Indies,West Indies,Home,Away,Second,First,261,195,456
253,ODI # 264,England,West Indies,Winner1stInning,Manchester,"May 31, 1984",West Indies,England,Home,Away,Second,First,236,230,466
254,ODI # 265,England,West Indies,Winner2ndInning,Nottingham,"Jun 2, 1984",England,England,Home,Away,Second,First,233,221,454
255,ODI # 266,England,West Indies,Winner2ndInning,Lord's,"Jun 4, 1984",West Indies,England,Home,Away,First,Second,299,267,566
256,ODI # 267,India,Australia,Winner1stInning,New Delhi,"Sep 28, 1984",Australia,,Neutral,Neutral,Second,First,196,213,409
257,ODI # 270,India,Australia,Winner2ndInning,Ahmedabad,"Oct 5, 1984",Australia,India,Home,Away,First,Second,222,226,448
258,ODI # 271,India,Australia,Winner2ndInning,Indore,"Oct 6, 1984",Australia,India,Home,Away,First,Second,294,215,509
259,ODI # 272,Pakistan,India,Winner1stInning,Quetta,"Oct 12, 1984",Pakistan,Pakistan,Home,Away,First,Second,252,172,424
260,ODI # 274,Sri Lanka,New Zealand,Winner2ndInning,Colombo,"Nov 3, 1984",Sri Lanka,Sri Lanka,Home,Away,Second,First,281,278,559
261,ODI # 275,Sri Lanka,New Zealand,Winner2ndInning,Moratuwa,"Nov 4, 1984",New Zealand,Sri Lanka,Home,Away,First,Second,171,268,439
262,ODI # 276,Pakistan,New Zealand,Winner1stInning,Peshawar,"Nov 12, 1984",Pakistan,Pakistan,Home,Away,First,Second,291,192,483
263,ODI # 277,Pakistan,New Zealand,Winner1stInning,Faisalabad,"Nov 23, 1984",Pakistan,Pakistan,Home,Away,First,Second,290,150,440
264,ODI # 278,Pakistan,New Zealand,Winner1stInning,Sialkot,"Dec 2, 1984",New Zealand,Pakistan,Home,Away,Second,First,151,285,436
265,ODI # 279,India,England,Winner2ndInning,Pune,"Dec 5, 1984",England,India,Home,Away,First,Second,256,247,503
266,ODI # 280,Pakistan,New Zealand,Winner2ndInning,Multan,"Dec 7, 1984",Pakistan,Pakistan,Home,Away,Second,First,294,153,447
267,ODI # 281,India,England,Winner1stInning,Cuttack,"Dec 27, 1984",England,India,Home,Away,Second,First,187,164,351
268,ODI # 282,Australia,West Indies,Winner2ndInning,Melbourne,"Jan 6, 1985",West Indies,Australia,Home,Away,First,Second,266,175,441
269,ODI # 283,Australia,Sri Lanka,Winner2ndInning,Sydney,"Jan 8, 1985",Australia,Australia,Home,Away,Second,First,184,298,482
270,ODI # 284,Sri Lanka,West Indies,Winner2ndInning,Hobart,"Jan 10, 1985",West Indies,Australia,Neutral,Neutral,First,Second,207,163,370
271,ODI # 285,New Zealand,Pakistan,Winner1stInning,Napier,"Jan 12, 1985",New Zealand,New Zealand,Home,Away,First,Second,239,237,476
272,ODI # 286,Sri Lanka,West Indies,Winner1stInning,Brisbane,"Jan 12, 1985",West Indies,Australia,Neutral,Neutral,Second,First,226,188,414
273,ODI # 287,Australia,West Indies,Winner2ndInning,Brisbane,"Jan 13, 1985",West Indies,Australia,Home,Away,First,Second,249,163,412
274,ODI # 288,New Zealand,Pakistan,Winner2ndInning,Hamilton,"Jan 15, 1985",New Zealand,New Zealand,Home,Away,Second,First,162,196,358
275,ODI # 289,Australia,West Indies,Winner2ndInning,Sydney,"Jan 15, 1985",West Indies,Australia,Home,Away,First,Second,251,221,472
276,ODI # 290,Sri Lanka,West Indies,Winner1stInning,Sydney,"Jan 17, 1985",West Indies,Australia,Neutral,Neutral,Second,First,227,250,477
277,ODI # 291,Australia,Sri Lanka,Winner2ndInning,Melbourne,"Jan 19, 1985",Sri Lanka,Australia,Home,Away,First,Second,258,199,457
278,ODI # 292,Australia,West Indies,Winner1stInning,Melbourne,"Jan 20, 1985",West Indies,Australia,Home,Away,Second,First,187,232,419
279,ODI # 293,India,England,Winner2ndInning,Bengaluru,"Jan 20, 1985",England,India,Home,Away,First,Second,205,237,442
280,ODI # 294,Australia,Sri Lanka,Winner2ndInning,Sydney,"Jan 23, 1985",Australia,Australia,Home,Away,Second,First,226,150,376
281,ODI # 295,India,England,Winner2ndInning,Nagpur,"Jan 23, 1985",India,India,Home,Away,Second,First,262,218,480
282,ODI # 296,Sri Lanka,West Indies,Winner2ndInning,Adelaide,"Jan 26, 1985",West Indies,Australia,Neutral,Neutral,First,Second,225,186,411
283,ODI # 297,Australia,West Indies,Winner2ndInning,Adelaide,"Jan 27, 1985",West Indies,Australia,Home,Away,First,Second,185,204,389
284,ODI # 298,India,England,Winner1stInning,Chandigarh,"Jan 27, 1985",England,India,Home,Away,Second,First,278,264,542
285,ODI # 299,Australia,Sri Lanka,Winner1stInning,Adelaide,"Jan 28, 1985",Australia,Australia,Home,Away,First,Second,248,214,462
286,ODI # 300,Sri Lanka,West Indies,Winner1stInning,Perth,"Feb 2, 1985",West Indies,Australia,Neutral,Neutral,Second,First,259,275,534
287,ODI # 301,Australia,Sri Lanka,Winner2ndInning,Perth,"Feb 3, 1985",Australia,Australia,Home,Away,Second,First,232,274,506
288,ODI # 302,New Zealand,Pakistan,Winner1stInning,Christchurch,"Feb 6, 1985",New Zealand,New Zealand,Home,Away,First,Second,259,156,415
289,ODI # 303,Australia,West Indies,Winner1stInning,Sydney,"Feb 6, 1985",Australia,Australia,Home,Away,First,Second,272,182,454
290,ODI # 304,Australia,West Indies,Winner2ndInning,Melbourne,"Feb 10, 1985",West Indies,Australia,Home,Away,First,Second,167,157,324
291,ODI # 305,Australia,West Indies,Winner2ndInning,Sydney,"Feb 12, 1985",West Indies,Australia,Home,Away,First,Second,282,286,568
292,ODI # 307,Australia,England,Winner2ndInning,Melbourne,"Feb 17, 1985",Australia,Australia,Home,Away,Second,First,173,262,435
293,ODI # 309,India,Pakistan,Winner2ndInning,Melbourne,"Feb 20, 1985",India,Australia,Neutral,Neutral,Second,First,237,238,475
294,ODI # 310,New Zealand,Sri Lanka,Winner1stInning,Melbourne,"Feb 23, 1985",New Zealand,Australia,Neutral,Neutral,First,Second,155,212,367
295,ODI # 311,Australia,Pakistan,Winner1stInning,Melbourne,"Feb 24, 1985",Pakistan,Australia,Home,Away,Second,First,283,164,447
296,ODI # 312,England,India,Winner1stInning,Sydney,"Feb 26, 1985",India,Australia,Neutral,Neutral,Second,First,192,214,406
297,ODI # 313,Sri Lanka,West Indies,Winner2ndInning,Melbourne,"Feb 27, 1985",West Indies,Australia,Neutral,Neutral,First,Second,222,262,484
298,ODI # 314,England,Pakistan,Winner1stInning,Melbourne,"Mar 2, 1985",Pakistan,Australia,Neutral,Neutral,Second,First,193,253,446
299,ODI # 315,Australia,India,Winner2ndInning,Melbourne,"Mar 3, 1985",India,Australia,Home,Away,First,Second,172,279,451
300,ODI # 316,India,New Zealand,Winner2ndInning,Sydney,"Mar 5, 1985",India,Australia,Neutral,Neutral,Second,First,298,211,509
301,ODI # 317,Pakistan,West Indies,Winner2ndInning,Melbourne,"Mar 6, 1985",Pakistan,Australia,Neutral,Neutral,Second,First,152,163,315
302,ODI # 318,New Zealand,West Indies,Winner2ndInning,Sydney,"Mar 9, 1985",West Indies,Australia,Neutral,Neutral,First,Second,216,261,477
303,ODI # 319,India,Pakistan,Winner2ndInning,Melbourne,"Mar 10, 1985",India,Australia,Neutral,Neutral,Second,First,173,262,435
304,ODI # 320,West Indies,New Zealand,Winner1stInning,St John's,"Mar 20, 1985",West Indies,West Indies,Home,Away,First,Second,184,268,452
305,ODI # 321,India,Pakistan,Winner1stInning,Sharjah,"Mar 22, 1985",India,U.A.E.,Neutral,Neutral,First,Second,230,221,451
306,ODI # 322,Australia,England,Winner2ndInning,Sharjah,"Mar 24, 1985",Australia,U.A.E.,Neutral,Neutral,Second,First,179,165,344
307,ODI # 323,England,Pakistan,Winner1stInning,Sharjah,"Mar 26, 1985",Pakistan,U.A.E.,Neutral,Neutral,Second,First,244,219,463
308,ODI # 324,West Indies,New Zealand,Winner2ndInning,Port of Spain,"Mar 27, 1985",West Indies,West Indies,Home,Away,Second,First,172,300,472
309,ODI # 325,Australia,India,Winner2ndInning,Sharjah,"Mar 29, 1985",India,U.A.E.,Neutral,Neutral,First,Second,167,191,358
310,ODI # 326,West Indies,New Zealand,Winner1stInning,Albion,"Apr 14, 1985",West Indies,West Indies,Home,Away,First,Second,206,163,369
311,ODI # 327,West Indies,New Zealand,Winner2ndInning,Port of Spain,"Apr 17, 1985",West Indies,West Indies,Home,Away,Second,First,275,150,425
312,ODI # 328,West Indies,New Zealand,Winner1stInning,Bridgetown,"Apr 23, 1985",West Indies,West Indies,Home,Away,First,Second,261,155,416
313,ODI # 329,England,Australia,Winner2ndInning,Manchester,"May 30, 1985",Australia,England,Home,Away,First,Second,253,174,427
314,ODI # 330,England,Australia,Winner2ndInning,Birmingham,"Jun 1, 1985",Australia,England,Home,Away,First,Second,285,196,481
315,ODI # 331,England,Australia,Winner2ndInning,Lord's,"Jun 3, 1985",England,England,Home,Away,Second,First,279,191,470
316,ODI # 332,Sri Lanka,India,Winner2ndInning,Colombo,"Aug 25, 1985",India,Sri Lanka,Home,Away,First,Second,297,173,470
317,ODI # 333,Sri Lanka,India,Winner1stInning,Colombo,"Sep 21, 1985",Sri Lanka,Sri Lanka,Home,Away,First,Second,168,163,331
318,ODI # 335,Pakistan,Sri Lanka,Winner2ndInning,Peshawar,"Oct 13, 1985",Pakistan,Pakistan,Home,Away,Second,First,213,297,510
319,ODI # 336,Pakistan,Sri Lanka,Winner1stInning,Gujranwala,"Oct 23, 1985",Pakistan,Pakistan,Home,Away,First,Second,205,206,411
320,ODI # 337,Pakistan,Sri Lanka,Winner2ndInning,Lahore,"Oct 25, 1985",Pakistan,Pakistan,Home,Away,Second,First,197,255,452
321,ODI # 338,Pakistan,Sri Lanka,Winner1stInning,Hyderabad,"Nov 3, 1985",Pakistan,India,Neutral,Neutral,First,Second,299,230,529
322,ODI # 339,Pakistan,West Indies,Winner2ndInning,Sharjah,"Nov 15, 1985",West Indies,U.A.E.,Neutral,Neutral,First,Second,260,172,432
323,ODI # 340,India,Pakistan,Winner1stInning,Sharjah,"Nov 17, 1985",Pakistan,U.A.E.,Neutral,Neutral,Second,First,223,258,481
324,ODI # 341,India,West Indies,Winner2ndInning,Sharjah,"Nov 22, 1985",West Indies,U.A.E.,Neutral,Neutral,First,Second,239,270,509
325,ODI # 342,Pakistan,West Indies,Winner2ndInning,Gujranwala,"Nov 27, 1985",West Indies,Pakistan,Home,Away,First,Second,223,233,456
326,ODI # 343,Pakistan,West Indies,Winner2ndInning,Lahore,"Nov 29, 1985",Pakistan,Pakistan,Home,Away,Second,First,258,168,426
327,ODI # 344,Pakistan,West Indies,Winner1stInning,Peshawar,"Dec 2, 1985",West Indies,Pakistan,Home,Away,Second,First,288,255,543
328,ODI # 345,Pakistan,West Indies,Winner2ndInning,Rawalpindi,"Dec 4, 1985",Pakistan,Pakistan,Home,Away,Second,First,221,281,502
329,ODI # 346,Pakistan,West Indies,Winner2ndInning,Karachi,"Dec 6, 1985",West Indies,Pakistan,Home,Away,First,Second,175,272,447
330,ODI # 348,India,New Zealand,Winner2ndInning,Brisbane,"Jan 11, 1986",India,Australia,Neutral,Neutral,Second,First,170,264,434
331,ODI # 349,Australia,India,Winner2ndInning,Brisbane,"Jan 12, 1986",Australia,Australia,Home,Away,Second,First,151,184,335
332,ODI # 350,Australia,New Zealand,Winner2ndInning,Sydney,"Jan 14, 1986",Australia,Australia,Home,Away,Second,First,298,239,537
333,ODI # 351,Australia,India,Winner2ndInning,Melbourne,"Jan 16, 1986",India,Australia,Home,Away,First,Second,162,171,333
334,ODI # 352,India,New Zealand,Winner2ndInning,Perth,"Jan 18, 1986",New Zealand,Australia,Neutral,Neutral,First,Second,179,270,449
335,ODI # 353,Australia,New Zealand,Winner2ndInning,Perth,"Jan 19, 1986",Australia,Australia,Home,Away,Second,First,281,237,518
336,ODI # 354,Australia,India,Winner1stInning,Sydney,"Jan 21, 1986",Australia,Australia,Home,Away,First,Second,174,151,325
337,ODI # 355,India,New Zealand,Winner2ndInning,Melbourne,"Jan 23, 1986",New Zealand,Australia,Neutral,Neutral,First,Second,223,155,378
338,ODI # 356,India,New Zealand,Winner2ndInning,Adelaide,"Jan 25, 1986",India,Australia,Neutral,Neutral,Second,First,259,194,453
339,ODI # 357,Australia,India,Winner1stInning,Adelaide,"Jan 26, 1986",Australia,Australia,Home,Away,First,Second,255,228,483
340,ODI # 358,Australia,New Zealand,Winner1stInning,Adelaide,"Jan 27, 1986",New Zealand,Australia,Home,Away,Second,First,153,207,360
341,ODI # 359,Australia,New Zealand,Winner1stInning,Sydney,"Jan 29, 1986",Australia,Australia,Home,Away,First,Second,152,276,428
342,ODI # 360,Australia,India,Winner2ndInning,Melbourne,"Jan 31, 1986",India,Australia,Home,Away,First,Second,170,196,366
343,ODI # 361,India,New Zealand,Winner1stInning,Launceston,"Feb 2, 1986",India,Australia,Neutral,Neutral,First,Second,258,211,469
344,ODI # 362,Australia,India,Winner1stInning,Sydney,"Feb 5, 1986",Australia,Australia,Home,Away,First,Second,215,284,499
345,ODI # 363,Australia,India,Winner2ndInning,Melbourne,"Feb 9, 1986",Australia,Australia,Home,Away,Second,First,227,288,515
346,ODI # 364,West Indies,England,Winner2ndInning,Kingston,"Feb 18, 1986",West Indies,West Indies,Home,Away,Second,First,158,262,420
347,ODI # 365,Sri Lanka,Pakistan,Winner2ndInning,Kandy,"Mar 2, 1986",Pakistan,Sri Lanka,Home,Away,First,Second,162,174,336
348,ODI # 366,West Indies,England,Winner2ndInning,Port of Spain,"Mar 4, 1986",England,West Indies,Home,Away,First,Second,178,165,343
